-75.6976663092639,4.81031683230533,-75.6663107036702,4.80383375284275
-75.6915770422138,4.81666865824098,-75.6649604720923,4.78928699052902
-75.7050024398132,4.81402824959001,-75.6868576309145,4.79308939750212
-75.7060503519479,4.81811717603863,-75.6835261358551,4.81334471004901
-75.696097751431,4.82290180259412,-75.6923015176712,4.80380290606787
-75.6901913119352,4.81120873632589,-75.6723458040185,4.79099937582803
-75.6866015379101,4.81675026897173,-75.6937114927908,4.7889786166176
-75.6898052592573,4.81294853057241,-75.674920563256,4.80953890527775
-75.6926925533727,4.82164372540639,-75.695138218651,4.79794725409941
-75.6910355170091,4.81307045358764,-75.686543687216,4.79022897830078
-75.7078843607111,4.81814009909869,-75.6784274190191,4.81237838571746
-75.6963992306228,4.81425210063638,-75.6742399939142,4.80222046256526
-75.6978152186263,4.81150294033558,-75.6754503203915,4.80292062966122
-75.6968670045091,4.81729072622643,-75.6657985675276,4.79129160904671
-75.6919472057914,4.81707977315426,-75.6916097842384,4.80370938787418
-75.6947420210718,4.81883481911054,-75.6803482251818,4.79862236195043
-75.6989123097493,4.81784692371126,-75.6731187432373,4.79844215558503
-75.6920768715658,4.81728684979948,-75.6718896737391,4.8001038543605
-75.6932047641452,4.82197260421559,-75.6880821451471,4.79155686366309
-75.7114722259387,4.81886555942484,-75.6779056097538,4.81374847543207
-75.697560224062,4.81325484373765,-75.6897153369228,4.80862215593007
-75.6981567603423,4.81251197156066,-75.6606224708706,4.78814701226294
-75.7036015070933,4.81830980557421,-75.6746530287986,4.78788078244677
-75.6918795253683,4.81552112410059,-75.6727781779621,4.80022838865164
-75.6992654332734,4.81054251894513,-75.6756904867544,4.7965309048519
-75.6897397032365,4.81056920798073,-75.6861564883138,4.81182835244779
-75.6921509890052,4.8188605493261,-75.6733817400739,4.79231999093813
-75.703037663258,4.81710680442995,-75.6757309082691,4.78669113981654
-75.6937090673102,4.81411507286432,-75.6970455323637,4.80680196003978
-75.6916265392922,4.81627121833336,-75.6671430372692,4.80441483728469
-75.691546505293,4.81759569865977,-75.6807106725412,4.81026172769311
-75.7096313847852,4.81798035063038,-75.6633314066733,4.80405782759738
-75.6972095141361,4.81118308974604,-75.6857210283357,4.81398377919503
-75.692777035366,4.81117304426704,-75.6722479091852,4.80012547943535
-75.6901712040578,4.81865825094576,-75.681588735727,4.80668844301524
-75.6951759222346,4.81115110525282,-75.700398496858,4.80887827426077
-75.6906185511663,4.81382519522336,-75.6770742934774,4.80022491421364
-75.6929513921366,4.8111299582738,-75.681182727005,4.78572104070182
-75.6876835964561,4.81598228995341,-75.6652527876059,4.80411177761426
-75.6929402741829,4.82096450334883,-75.692561898143,4.78821212544003
-75.6929896416082,4.81228820342831,-75.6795579664208,4.79266976926731
