X,Y,X,Y
-75.6848846831898,4.75758221792774,-75.747354571887,4.81092899793945
-75.7070873345022,4.80497740057761,-75.7681259849362,4.81194972849826
-75.6994196588042,4.7924873030009,-75.7173150638732,4.81054363942269
-75.6933840635974,4.78423734078647,-75.7453508506509,4.79291702196301
-75.7103960250602,4.80564341541216,-75.7550554439316,4.81373115044748
-75.6821373237349,4.75643850959126,-75.7630828031454,4.81401886905114
-75.6729367982062,4.75213281918984,-75.7285561635887,4.79440378518213
-75.697495979922,4.79629764207109,-75.7651899086747,4.80641186952118
-75.7099078900262,4.79690169589404,-75.7577445996088,4.81500670917839
-75.6811843700013,4.7520779529137,-75.7611256835472,4.80996418212745
-75.6994717565126,4.79136056802616,-75.7297323731036,4.78787748047348
-75.6956157672074,4.78510117892803,-75.7481745653529,4.81461838212032
-75.6868343684489,4.77287549446265,-75.7252708752859,4.80787617195898
-75.6964535952202,4.78803714308541,-75.7512467488929,4.80144202945555
-75.7109182850288,4.80043823280618,-75.7315125685266,4.81168007226128
-75.7139067674213,4.79410902479965,-75.7277745820286,4.81171855847334
-75.6762682839286,4.7533365244624,-75.7192051464925,4.80934406737401
-75.6853857684979,4.76582184267349,-75.7280533514676,4.80227148409638
-75.7149420991185,4.79626032903871,-75.723853530811,4.78449370013109
-75.6712113836922,4.74877959781917,-75.7558875161418,4.79944703648841
-75.7139204818532,4.79709507733784,-75.7668500718627,4.81229627913627
-75.713300518561,4.80538997268169,-75.7434825251054,4.80265191121986
-75.675046879432,4.75537807131104,-75.7213923087902,4.80909350154217
-75.6764156273934,4.75919894790505,-75.725872846438,4.79331397591842
-75.6997832837715,4.789851191258,-75.765279222997,4.80707202792288
-75.6909755904447,4.77721636763756,-75.7655903473793,4.80478307434311
-75.6836564373371,4.7673718759354,-75.7445620298749,4.79875239346832
-75.7084420350975,4.80319697583569,-75.767056191108,4.81888395803311
-75.6965364498839,4.77954574984472,-75.7198794057845,4.80353565873453
-75.7130657779154,4.79992715442593,-75.7271612285913,4.80400022860026
-75.7138576507002,4.79923531606936,-75.7560637620158,4.80263655513173
-75.6883361131749,4.77121655467179,-75.7439996042657,4.81521145125412
-75.6934509885174,4.77275082580054,-75.76074244861,4.80884317307408
-75.6823194364847,4.76566366006455,-75.7492233327651,4.7942501870584
-75.6820968951352,4.7592098964477,-75.7378078916706,4.80454612798985
-75.7057249599084,4.79898895299627,-75.7664743423358,4.80375909273258
-75.6837962988568,4.76046583042655,-75.7020852487398,4.80678427415652
-75.6921574909203,4.77036399801219,-75.7675025040801,4.81000027690841
-75.7097561594711,4.80287168484452,-75.7281438439139,4.78732579351947
-75.7121735036157,4.79467050404002,-75.7472284105776,4.80754465056205
-75.6756365337748,4.74879592972032,-75.7447297527865,4.79806125577925
-75.7187985787405,4.80043349061138,-75.7543024357571,4.81052474760899
-75.7171977930111,4.79574168858533,-75.7024519567202,4.80695397870357
-75.6843801630421,4.76199041602878,-75.7342307015154,4.80122917240351
-75.7216158415405,4.79996715076681,-75.7280035818506,4.80967949564936
-75.6859306816106,4.76398925958337,-75.773892030264,4.8135837625832
-75.7185139717492,4.79474001767051,-75.7377080911403,4.79059349387309
-75.697713246823,4.78456409312601,-75.7707731368787,4.81515461143701
-75.68326980945,4.75927760957548,-75.7434503761024,4.81637380325396
-75.6853278680131,4.75662183559976,-75.7410320360347,4.81951706919288
-75.6904896298927,4.76946800961472,-75.7300916365974,4.80902463297437
-75.7070648411146,4.79468487102809,-75.7405406636644,4.79290263444409
-75.6922830864282,4.77907195366094,-75.7288528561368,4.79879918525191
-75.6860848439336,4.770115690993,-75.7492898044147,4.81316276811228
-75.6988296951311,4.78804468387932,-75.7006571365053,4.80314882363852
-75.7041967858641,4.79308058818991,-75.7473689529546,4.79426102996469
-75.7119010757985,4.79133808578601,-75.7319862793643,4.79795724101625
-75.6868461687101,4.77208430679916,-75.75524004811,4.80084304837989
-75.7034049370914,4.78998047655015,-75.7485804355911,4.80928677851163
-75.7191783900581,4.79835546431737,-75.7522402912628,4.80647688581351
-75.6760007581749,4.75247456680528,-75.7393662477922,4.8196393618739
-75.7033264423554,4.80270144800642,-75.7375165226462,4.80919647035798
-75.6985704350815,4.79517565828713,-75.7489261063447,4.80604659493576
-75.7040393783706,4.80133012921404,-75.7328945765112,4.79444176792483
-75.7155122486099,4.80239372964692,-75.7409535257677,4.80230430535396
