X1,Y1,X2,Y2
-75.6941889253,4.81593413941,-75.7010381396,4.79924127328
-75.6960328937,4.81905372391,-75.720519999,4.79995005917
-75.6941177797,4.81406769863,-75.6921035287,4.78097265826
-75.6922337242,4.82146152881,-75.70704785,4.79295482741
-75.6956626459,4.8105207717,-75.7077094128,4.79243715565
-75.7008545377,4.81170834214,-75.6826515781,4.75841268043
-75.6954937936,4.81550080322,-75.6896827685,4.76463949412
-75.6989884927,4.81299251538,-75.7055405854,4.79989857819
-75.6937579101,4.82116677286,-75.6992723868,4.7826054912
-75.6955045487,4.81937500567,-75.7177929048,4.79932036425
-75.6924102084,4.81297088107,-75.7123110572,4.79089468012
-75.6974551532,4.81200988657,-75.6791533275,4.75961364056
-75.711550653,4.8177474816,-75.7097986214,4.79988978891
-75.6937077605,4.82240882874,-75.7222464753,4.79887655355
-75.6927101894,4.81041460922,-75.6952656599,4.78212536655
-75.7098721377,4.81753608704,-75.6955122464,4.7788818512
-75.6976782487,4.81057973054,-75.6920593569,4.77353211967
-75.7125308677,4.81824122062,-75.7241527886,4.80053287958
-75.7032923761,4.81216251892,-75.6914756491,4.78081680753
-75.6959807938,4.82144671587,-75.7116701546,4.78991057012
-75.6903555916,4.81361310392,-75.6913375345,4.77524749625
-75.6905652128,4.81961835648,-75.7252509816,4.799555064
-75.6974902397,4.81404168504,-75.6986620903,4.79126536502
-75.6902011376,4.81760602711,-75.7096360457,4.79623830803
-75.70119814,4.81721080325,-75.7182916586,4.79783155116
-75.6903735077,4.81758708419,-75.7164338721,4.80397105637
-75.6941979793,4.81733913469,-75.6814734717,4.7568062694
-75.6902617897,4.81462988459,-75.6880411801,4.77596661708
-75.6933852303,4.81417485032,-75.6866123061,4.77110572862
-75.6916917741,4.81175304551,-75.7039769829,4.79570064396
-75.7053849694,4.8174600105,-75.6936775728,4.77395338755
-75.6887732934,4.81763017776,-75.6952092678,4.78804830047
-75.6943531731,4.81931571196,-75.6983532408,4.78983201462
-75.6895689957,4.81771334751,-75.7073948518,4.79229767381
-75.6930055253,4.81081807201,-75.7059508762,4.79314302851
-75.6943096532,4.82035217828,-75.6818641301,4.75423703473
-75.6932458108,4.81266598154,-75.6935280791,4.77586423212
-75.7043548944,4.81860455384,-75.6969987598,4.78962069574
-75.6938667553,4.8118855797,-75.6855738049,4.76086033272
-75.6961741688,4.82326379756,-75.688021274,4.76679457345
-75.6946475148,4.82044024462,-75.7033814928,4.79380908281
-75.6873174911,4.81843680823,-75.699813204,4.78466807178
-75.6953694027,4.81378635324,-75.6734076718,4.74880813223
-75.6891352702,4.81921690153,-75.689463688,4.76572537751
-75.6913558743,4.81606349227,-75.6912353288,4.76896568511
-75.7103798874,4.81810842848,-75.6877644355,4.77024141809
-75.6918815543,4.81864275653,-75.7066102664,4.80439254831
-75.6876964814,4.81671057075,-75.6893004524,4.77779685773
-75.6974723748,4.81655681347,-75.6742566553,4.74809402359
-75.6964369095,4.82105948322,-75.6733589329,4.7508830729
-75.6952997965,4.82263705853,-75.699020725,4.78736373303
-75.6847838072,4.81731644249,-75.6998316925,4.78910414224
-75.7023783209,4.81195897924,-75.6711611898,4.74892562213
-75.6891115796,4.81310636752,-75.6869311677,4.77194519782
-75.6954604757,4.81261262062,-75.7177899061,4.79456854204
-75.6956555909,4.81075419274,-75.7110245132,4.7934574209
-75.6843399479,4.81721167063,-75.6948793737,4.78261344135
-75.6893561392,4.81332023034,-75.6734131338,4.75312906465
-75.6922272108,4.81901886447,-75.672160161,4.75220092463
-75.7094579906,4.81779374259,-75.7124619427,4.80014270928
-75.7033332202,4.81726289764,-75.7153612462,4.79956074294
-75.7030359933,4.81841492231,-75.6761746252,4.7570195913
-75.6952095986,4.8231287584,-75.6769285481,4.75978263341
-75.6983116286,4.8170622246,-75.7212548917,4.79850658764
-75.7108912778,4.8186074136,-75.6990736858,4.78368903964
-75.6941023667,4.81709000529,-75.7107496941,4.79300099539
-75.6922854311,4.81547611446,-75.7007626097,4.78626351114
-75.6876855703,4.81545440224,-75.671349481,4.74970819472
-75.6904146455,4.81430813764,-75.6741986684,4.75240177465
-75.703437907,4.8120275389,-75.6985301361,4.7896997862
-75.6933418052,4.81889204243,-75.6830372652,4.75305193372
-75.6954253657,4.81681587656,-75.6915090876,4.77977254745
