Lng,Lat,id,Des,AreaSub
-75.7098310113683,4.82492192264173,2,DOSQUEBRADAS,9588288.93164
-75.7015378777471,4.82426254082686,2,DOSQUEBRADAS,9588288.93164
-75.6964548424904,4.82372985436726,2,DOSQUEBRADAS,9588288.93164
-75.6966264045027,4.82084717619941,2,DOSQUEBRADAS,9588288.93164
-75.6965516539301,4.81834758284494,2,DOSQUEBRADAS,9588288.93164
-75.7090189377093,4.81910168216047,2,DOSQUEBRADAS,9588288.93164
-75.7145803003963,4.81928355570448,2,DOSQUEBRADAS,9588288.93164
-75.7150151933234,4.81773621960118,2,DOSQUEBRADAS,9588288.93164
-75.7142871198095,4.81766714695825,2,DOSQUEBRADAS,9588288.93164
-75.7079053929499,4.81715010933009,2,DOSQUEBRADAS,9588288.93164
-75.6994240418368,4.81649644039259,2,DOSQUEBRADAS,9588288.93164
-75.6959065507693,4.81623797883813,2,DOSQUEBRADAS,9588288.93164
-75.6960190018249,4.81613694478457,2,DOSQUEBRADAS,9588288.93164
-75.6960225770435,4.81495409942323,2,DOSQUEBRADAS,9588288.93164
-75.6978909387199,4.81514739037188,2,DOSQUEBRADAS,9588288.93164
-75.6978999410249,4.81403836091039,2,DOSQUEBRADAS,9588288.93164
-75.697934572186,4.81334119982073,2,DOSQUEBRADAS,9588288.93164
-75.7063568699626,4.81434825774022,2,DOSQUEBRADAS,9588288.93164
-75.706340170011,4.81192858523614,2,DOSQUEBRADAS,9588288.93164
-75.7003094534172,4.81035269354201,2,DOSQUEBRADAS,9588288.93164
-75.6939109121264,4.80993525379942,2,DOSQUEBRADAS,9588288.93164
-75.6918410718024,4.80980728038442,2,DOSQUEBRADAS,9588288.93164
-75.6895055406098,4.80959059783903,2,DOSQUEBRADAS,9588288.93164
-75.698065034557,4.80972419255404,2,DOSQUEBRADAS,9588288.93164
-75.6997701534599,4.80974911708856,2,DOSQUEBRADAS,9588288.93164
-75.7107061759567,4.81183076106853,2,DOSQUEBRADAS,9588288.93164
-75.7154066672644,4.81351206192817,2,DOSQUEBRADAS,9588288.93164
-75.7166790609935,4.81260310707303,2,DOSQUEBRADAS,9588288.93164
-75.7202197692813,4.81235958127126,2,DOSQUEBRADAS,9588288.93164
-75.7226820310562,4.8161427663728,2,DOSQUEBRADAS,9588288.93164
-75.7242693615868,4.81598806516467,2,DOSQUEBRADAS,9588288.93164
-75.7275531815422,4.81575739386271,2,DOSQUEBRADAS,9588288.93164
-75.7326591845179,4.81820233637724,2,DOSQUEBRADAS,9588288.93164
-75.7388633959356,4.82084082170327,2,DOSQUEBRADAS,9588288.93164
-75.7452839051015,4.82145972106064,2,DOSQUEBRADAS,9588288.93164
-75.7439576879233,4.82311049864053,2,DOSQUEBRADAS,9588288.93164
-75.7414076017687,4.82751232201873,2,DOSQUEBRADAS,9588288.93164
-75.7386641310319,4.82766611706437,2,DOSQUEBRADAS,9588288.93164
-75.7321831129558,4.83114186779296,2,DOSQUEBRADAS,9588288.93164
-75.7250152246623,4.83321671419088,2,DOSQUEBRADAS,9588288.93164
-75.7177316653202,4.833424937924,2,DOSQUEBRADAS,9588288.93164
-75.7151073514463,4.8239619414709,2,DOSQUEBRADAS,9588288.93164
-75.7148133087432,4.82395976480922,2,DOSQUEBRADAS,9588288.93164
-75.7140825078723,4.82411172290997,2,DOSQUEBRADAS,9588288.93164
-75.7098310113683,4.82492192264173,2,DOSQUEBRADAS,9588288.93164
