Lunes,Martes,Miercoles,Jueves,Viernes
5984779.63828,3.47870415561e+11,9459075.41776,34402906.6919,16481252.4441
3.34137519465e+11,53407793067.0,54890896.8761,2.07923129857e+11,17648585.6574
33392132.4116,54866227.3958,3.04981262133e+11,3.81161100701e+11,2.92570328503e+11
419622531.63,2.90511221799e+11,19391811.4375,346342208.48,18682185.7708
3.69689521774e+11,19914415.9209,3.11025040263e+11,1.56444181292e+11,3.75419042097e+11
23070868.8662,53671615.3269,18915939.1831,69308353.1917,98448550.4473
5783873.4202,1.19823491916e+11,1.24670832379e+11,34447282.8439,3.52286824374e+11
2.13482427019e+11,27556079.6299,62352712.5675,95490462.3735,3.93602546227e+11
64981100.4346,21833535.5598,34148124.0652,3.25177836532e+11,31465026.0706
11648685.4999,1002548.53499,347177381.65,1.89506347914e+11,3.42710424099e+11
5.56924381042e+11,39620251.1871,2519371.38495,1.47180228042e+11,35964284.4084
2.82267506476e+11,60730113.6949,1.50437827777e+11,64219322.2428,74171032.8586
28771774.8869,16496572.8834,2.97371000033e+11,3.42780272361e+11,89013069.4858
70261535427.0,4.90726921132e+11,69222808.4154,1.07313781251e+11,307537250.52
0.0,4.59736302107e+11,256960312.76,31626158.0757,1.53698944054e+11
3248317.63139,83339745.5655,47092709.4084,6.94446009146e+11,4.10349572233e+11
33239030.5591,1.32715554957e+11,1.60119304722e+11,28940067.2034,1.12486421181e+11
1.99742832153e+11,1.51618874971e+11,1.16852378808e+11,5.49472514664e+11,1.77110084851e+11
2.68508450801e+11,1.17640280414e+11,5.52839452542e+11,2.95305862519e+11,29704100.8528
76247780525.0,1.95826913023e+11,5.08089346289e+11,2.20874002441e+11,84789614.5525
3.50494131109e+11,1.24483127092e+11,13686158.8123,4.10697504945e+11,8927191.75989
2.74439843709e+11,3.46329958518e+11,2.16264608722e+11,2.78139011609e+11,1.70832685456e+11
3.59707623446e+11,30010368.3976,3.59756666734e+11,2.15997032331e+11,1.61165955311e+11
1.80250676099e+11,2.47090491862e+11,34200924.2773,45157373998.0,2.22819153347e+11
