Lunes,Martes,Miercoles,Jueves,Viernes
3.84720810818e+11,8.34827464653e+11,2.77741606142e+11,5.89535903616e+11,5.44021934873e+11
1.30509719499e+11,1.54431506799e+11,1.68006707158e+11,7.46172351347e+11,5.21868916316e+11
6.56562388792e+11,2.55936772615e+11,4.46281527466e+11,1.89691668557e+11,7.75343070267e+11
6.95045403438e+11,1.29667187132e+11,5.20038639061e+11,5.65309842406e+11,1.96929986914e+11
51939709.5008,68861560.3811,3.75818508909e+11,1.44141363046e+11,1.63586537917e+11
5.38536602782e+11,3.06730564806e+11,4.31974593847e+11,8.13769773087e+11,383979512.76
1.83932106208e+11,1.46815019057e+11,2.59050495056e+11,6.78707112882e+11,7.40069070436e+11
2.06326042976e+11,6.77595525275e+11,2.35884604389e+11,1.48077503876e+11,6.65624631589e+11
292143590.97,2.90923960994e+11,3.78030450434e+11,2.04852338535e+11,2.57776235255e+11
4.40351904775e+11,92617153.1303,5.06472381746e+11,1.70140397967e+11,4.68839781369e+11
3.55948484904e+11,1.63442560612e+11,82013156.6496,2.45728966203e+11,6.51116104356e+11
7.87941964043e+11,4.67168170481e+11,379134717.17,4.44406222573e+11,5.39304806094e+11
3.16741772991e+11,4.71353058308e+11,119484659.64,1.67047659547e+11,3.23565995342e+11
2.96662414535e+11,1.60886835912e+11,4.38746637758e+11,4.86108564037e+11,75914778.3324
5.09260844017e+11,1149114271.3,604021486.63,1.58470590517e+11,5.21860305274e+11
2.28521588777e+11,546075190.34,1.06704789472e+11,5.02175730531e+11,363489024.98
1.81774065941e+11,4.93238499859e+11,4.75138436688e+11,231431504.65,6.82760247821e+11
5.61996264688e+11,8.22929839734e+11,1.59698834488e+11,3.28014836581e+11,6.07229372349e+11
1.43802913158e+11,7.47497611465e+11,99849515.2106,329120721.4,9.65603561229e+11
3.93044391558e+11,3.52669272963e+11,2.72687139069e+11,1.91269920686e+11,6.37357479043e+11
1.28303139726e+11,1.14218776503e+11,1008196485.52,1.94191851817e+11,2.20191346902e+11
4.51936438448e+11,1.27324424763e+11,7.85528960938e+11,1.63344772522e+11,202453329.25
2.16759050184e+11,3.10308592326e+11,8.28275972261e+11,3.32535138323e+11,1.88552817259e+11
3.82809752509e+11,2.37680322451e+11,476259759.65,2.82139942512e+11,3.03097703492e+11
9.28099365378e+11,2.07073589196e+11,92307065.2717,3.06809856946e+11,157709668.78
2.91367081731e+11,2.75428766285e+11,1.31785208371e+11,7.59874424537e+11,5.28771347814e+11
378174925.73,5.99449724334e+11,5.57764974255e+11,5.83556510031e+11,2.88413339772e+11
1.51241149674e+11,354136259.59,3.10250327815e+11,2.65152949189e+11,4.70606706913e+11
5.46922884153e+11,7.43076923721e+11,1.71654067603e+11,5.53248744109e+11,50180532.6326
99541707.8655,2.68088666609e+11,8.93328395629e+11,2.20034654189e+11,324218786.3
3.06618525525e+11,4.60331818501e+11,2.45503462849e+11,6.96395174867e+11,1.59024344346e+11
1.38908332686e+11,3.40607532294e+11,3.03250030963e+11,4.76121683215e+11,4.93182193104e+11
1.64775700755e+11,1.28013105017e+11,2.08013495261e+11,2.53975087113e+11,3.37097957665e+11
2.31709159445e+11,5.89288326616e+11,4.60478759669e+11,3.84965981719e+11,2.56972547242e+11
8.22828933541e+11,1.68094568019e+11,1277414464.21,1.03342769787e+11,306733559.2
2.52840909994e+11,4.61387498235e+11,1.01959122061e+11,268703338.1,1.72028966615e+11
6.55371696997e+11,2.94052156833e+11,2.65270087412e+11,6.91325452258e+11,2.53693320754e+11
4.85914709582e+11,2.76257667685e+11,3.87419458508e+11,1230110745.14,361490882.65
1.22762579969e+11,2.74480752867e+11,1.33132840843e+11,4.26778715014e+11,2.14373642385e+11
1.47277025406e+11,2.36630376433e+11,2.02210766066e+11,4.33045806699e+11,3.58151705424e+11
1.50339495245e+11,350331806.11,3.33901016144e+11,1.62199192529e+11,1.51592056734e+11
2.08497197338e+11,7.95683896911e+11,5.69123034666e+11,9.67993438056e+11,1.33720934624e+11
2.22971588017e+11,1.77147170389e+11,2.90778189398e+11,2.99206167236e+11,1030317981.39
1.81043839998e+11,1.91445738497e+11,7.53291180421e+11,2.18095787418e+11,3.45009637867e+11
1.68525497071e+11,332523504.51,168714585.6,2.11211768104e+11,3.37499273305e+11
3.46035332518e+11,4.45397582858e+11,3.49016701194e+11,2.99836065033e+11,3.81831467017e+11
1.21551350453e+11,1.27012867867e+11,7.36791456958e+11,87623968.1644,3.41771285469e+11
8.20947673212e+11,3.81237609119e+11,5.33553375324e+11,5.04127901334e+11,481776950.95
87827367916.0,1.83990253915e+11,183612570.55,2.30188563142e+11,2.97693807519e+11
1.19693385502e+11,289955700.67,5.27046916831e+11,4.66655240985e+11,2.23120131254e+11
9.80021822412e+11,2.92532618144e+11,84359420.6011,3.51782980789e+11,2.32123022553e+11
1.18708521022e+11,6.19398870859e+11,5.52589191083e+11,4.73732062217e+11,1.34550264904e+11
70764436.9151,2.86206133797e+11,9.20082022446e+11,9.79770696532e+11,5.81051921195e+11
4.85278295164e+11,4.69336172754e+11,2.00125511351e+11,2.61865250322e+11,3.39258131331e+11
5.73214962009e+11,1.25773800448e+11,1.13964925677e+11,6.50396981116e+11,1.97733842933e+11
3.08090537614e+11,3.25982841374e+11,3.89129348567e+11,1.55074673606e+11,1.62721747614e+11
5.14425163636e+11,4.03073877284e+11,185825637.02,1.55806639458e+11,3.11546113207e+11
1.98314207461e+11,4.08225369071e+11,4.38031518762e+11,2.72515567479e+11,7.13285988717e+11
7.47584497851e+11,2.43184741011e+11,7.46412941083e+11,1.46905554491e+11,2.81443887706e+11
1.41845815991e+11,1.50781257549e+11,5.01113262863e+11,537812494.03,3.75797490811e+11
1120070163.88,1.80570221446e+11,1431438235.19,3.58581739452e+11,1.93546619031e+11
5.10145861593e+11,251100719.67,1.80624444335e+11,1.21843777965e+11,2.22043574232e+11
6.26049270437e+11,4.49680406361e+11,1.55086910008e+11,2.86384427524e+11,1.49708298641e+11
1031308905.45,4.43556696384e+11,1786462613.32,8.35030058491e+11,2.89957827968e+11
6.88075615046e+11,742509851.37,1.84330434098e+11,5.68724177579e+11,4.62824222508e+11
457409021.76,935590684.76,1.28139483452e+11,1.11595692493e+11,3.24279688905e+11
4.13521301593e+11,5.27595448204e+11,5.98941840918e+11,441738195.89,7.38366123712e+11
9.85035234471e+11,8.69178404234e+11,2.69922837097e+11,2.72494491362e+11,4.24788166288e+11
