Lng,Lat,id,Des,AreaSub
-75.7264212779214,4.80012113911205,5,NARANJITO,12775366.53662
-75.7254014031697,4.80154075400922,5,NARANJITO,12775366.53662
-75.7234795102082,4.80286412253177,5,NARANJITO,12775366.53662
-75.7216122307466,4.80274153222685,5,NARANJITO,12775366.53662
-75.7189835673619,4.80326478146889,5,NARANJITO,12775366.53662
-75.7180333599671,4.80432448614854,5,NARANJITO,12775366.53662
-75.7171793066588,4.80526237605855,5,NARANJITO,12775366.53662
-75.7166930590782,4.80547521850923,5,NARANJITO,12775366.53662
-75.7147196050788,4.80594210908992,5,NARANJITO,12775366.53662
-75.7145339680536,4.80521885884479,5,NARANJITO,12775366.53662
-75.7091003766859,4.80645147520553,5,NARANJITO,12775366.53662
-75.7038296403188,4.80410784901579,5,NARANJITO,12775366.53662
-75.6979382513801,4.79860128664535,5,NARANJITO,12775366.53662
-75.6951654968482,4.78916549519621,5,NARANJITO,12775366.53662
-75.6669242479932,4.74430998033842,5,NARANJITO,12775366.53662
-75.6826974337261,4.75182778878553,5,NARANJITO,12775366.53662
-75.7042998413768,4.79073357754398,5,NARANJITO,12775366.53662
-75.7043488264436,4.79122171645902,5,NARANJITO,12775366.53662
-75.7062687254345,4.78984267099332,5,NARANJITO,12775366.53662
-75.7072737347647,4.78893302938512,5,NARANJITO,12775366.53662
-75.7088719799464,4.78835398254941,5,NARANJITO,12775366.53662
-75.7121864340253,4.78892746021307,5,NARANJITO,12775366.53662
-75.7158603127059,4.79112408825405,5,NARANJITO,12775366.53662
-75.7203179521988,4.79449223758545,5,NARANJITO,12775366.53662
-75.7213466382357,4.79527325534893,5,NARANJITO,12775366.53662
-75.7223263392115,4.79571257743272,5,NARANJITO,12775366.53662
-75.7225721010128,4.79722614055598,5,NARANJITO,12775366.53662
-75.7244209691005,4.79842692416215,5,NARANJITO,12775366.53662
-75.7254777362543,4.79911252947985,5,NARANJITO,12775366.53662
-75.7261611060046,4.79951042772011,5,NARANJITO,12775366.53662
-75.7264212779214,4.80012113911205,5,NARANJITO,12775366.53662
