Lunes,Martes,Miercoles,Jueves,Viernes
4.84074155867e+11,8.34827464653e+11,5.40124881128e+11,2.64430364938e+11,2.40222401174e+11
147286914.33,1.54431506799e+11,5.82922214623e+11,2.05088945486e+11,1.67694523184e+11
5.81862049274e+11,2.55936772615e+11,560576352.34,294206282.79,2.37387756868e+11
6.16850005054e+11,1.29667187132e+11,3.34488994714e+11,2.85537617665e+11,2.77689696467e+11
40014141.1968,68861560.3811,2.31990609277e+11,270216178.33,5.81904168375e+11
6.07752766614e+11,398699449.23,4.63349540137e+11,4.49501840007e+11,616933655.75
2.07521858363e+11,1.30791554293e+11,335870591.46,86642268.1077,4.47277404285e+11
2.06326042976e+11,5.42438018677e+11,78284586.8988,4.50305702517e+11,3.83988144705e+11
3.73677345509e+11,2.90923960994e+11,1.18066455096e+11,208238659.54,4.39816716701e+11
4.40351904775e+11,1.18954786581e+11,4.02528624262e+11,8.26192182696e+11,1.34939316003e+11
2.72901775958e+11,2.13680060356e+11,3.45557263588e+11,7.36440970465e+11,1.82620894348e+11
626249886.9,4.11086075144e+11,2.83178722517e+11,2.46673156534e+11,2.02367456386e+11
2.53180091953e+11,412725584.66,3.89635885044e+11,4.61592885654e+11,3.88290154473e+11
2.96662414535e+11,1.42599211522e+11,2.54169961354e+11,4.19888354933e+11,3.74588147035e+11
5.09260844017e+11,1018221885.43,1.59826075159e+11,1.04449257584e+11,5.60469388845e+11
1.78804641634e+11,7.32529194937e+11,3.77722115692e+11,4.70471778994e+11,1.58495688415e+11
2.25158344281e+11,4.93238499859e+11,2.72693737726e+11,2.50659884873e+11,2.15571208075e+11
4.98117829819e+11,8.22929839734e+11,88418162.3651,3.24259319305e+11,5.45355507843e+11
1.62206824955e+11,7.47497611465e+11,1.79644738162e+11,4.09520460913e+11,1.20369636066e+11
4.43244883035e+11,3.12480549215e+11,3.68220697445e+11,3.11470949041e+11,2.67346467756e+11
1.13737731412e+11,129782615.84,351148361.16,1.75710766564e+11,431297316.85
5.11989295312e+11,1.44358653777e+11,3.95301567232e+11,1.29562383405e+11,489079405.16
2.16759050184e+11,3.10308592326e+11,2.81692149641e+11,2.84625487528e+11,1.60814714605e+11
4.93801827824e+11,2.37680322451e+11,3.74006667612e+11,2.49488164771e+11,8.14376700802e+11
7.34877660295e+11,2.35078900961e+11,5.96637951016e+11,3.59044956937e+11,3.22741447309e+11
2.50024435596e+11,2.44160091636e+11,3.46829859733e+11,1.58895405355e+11,1221909440.13
378174925.73,5.99449724334e+11,3.75289982941e+11,1.72698898191e+11,1.09214458479e+11
1.70664094643e+11,3.87044973504e+11,3.18174383084e+11,1.81305426578e+11,9.61479382286e+11
6.04118627073e+11,8.38472119015e+11,5.13061316252e+11,2.18264470096e+11,1.75452258444e+11
99541707.8655,2.20555439561e+11,7.05432121018e+11,1.96724393709e+11,3.64084438312e+11
2.73182329173e+11,5.07624614849e+11,96024153.3769,4.83774076154e+11,2.80390310714e+11
1.20349279108e+11,3.40607532294e+11,99118767.7938,3.68226953914e+11,1.90671206788e+11
1.81016721766e+11,1.44253507853e+11,3.55344678856e+11,1.65875931547e+11,3.02612847613e+11
2.14580270056e+11,5.89288326616e+11,2.65948876179e+11,2.76417947931e+11,1.74549639854e+11
894898343.09,2.18464229138e+11,3.82244232296e+11,2.66218096873e+11,203613528.26
2.52840909994e+11,4.61387498235e+11,147121172.54,86169800587.0,1.85164172417e+11
7.00809088673e+11,2.94052156833e+11,3.23855540833e+11,3.96315001495e+11,5.52287999015e+11
4.30575793293e+11,2.76257667685e+11,2.64481084196e+11,222549695.23,1.32658503693e+11
95441732.8854,2.43316396182e+11,6.84061926853e+11,3.32719654527e+11,7.73064567465e+11
167623864.37,2.66959294337e+11,364443164.69,2.76084434746e+11,3.48480785681e+11
1.69652055593e+11,3.95158667249e+11,1.97975381438e+11,5.01997262804e+11,3.68909280766e+11
1.84764799809e+11,8.97815011633e+11,5.10005144111e+11,176800424.25,493906550.46
2.22971588017e+11,1.99853857992e+11,1.47776792254e+11,4.16253734062e+11,3.80973032712e+11
1.44403039268e+11,2.09702406015e+11,2.82091106668e+11,3.39876215256e+11,4.46795369011e+11
1.94497362585e+11,332523504.51,1.50508587935e+11,2.76858802846e+11,9.02220622131e+11
3.46035332518e+11,4.83349287401e+11,266284719.55,1.79812030892e+11,619587660.79
1.21551350453e+11,1.00010121506e+11,182292649.19,1.54888615041e+11,8.48085404649e+11
8.20947673212e+11,3.81237609119e+11,2.63402193574e+11,1.70906518384e+11,6.23689252035e+11
99105010.3405,2.41068991869e+11,3.61397613513e+11,5.33706570188e+11,5.18430417127e+11
1.19693385502e+11,2.57208810977e+11,1.24313115496e+11,4.25941455813e+11,3.46248462516e+11
9.80021822412e+11,259269134.82,2.92148740828e+11,3.61830093124e+11,4.64184235897e+11
1.35379304411e+11,7.06129380773e+11,2.40540340288e+11,2.52303405109e+11,5.54512959359e+11
78317452.1361,2.25399084883e+11,2.80211089304e+11,1.82811561466e+11,2.30383447152e+11
4.85278295164e+11,4.14177672795e+11,1.37061669547e+11,1.91035107509e+11,3.49762661649e+11
5.73214962009e+11,1.41900620719e+11,7.10635579151e+11,1.41348404033e+11,4.00877563345e+11
2.72206716256e+11,4.24915493043e+11,3.53103595074e+11,2.01596134804e+11,83947470.4555
5.83237638581e+11,4.03073877284e+11,726293377.68,2.54545603114e+11,8.53523291818e+11
143855239.88,5.08123220661e+11,1172224996.86,76989937.9363,6.07155561572e+11
6.64198821002e+11,2.43184741011e+11,4.26159656799e+11,146818226.59,3.01649062379e+11
1.12482195945e+11,1.32216146978e+11,3.37285329801e+11,2.80829680666e+11,6.32185377221e+11
1120070163.88,1.80570221446e+11,3.64372020956e+11,4.36455331971e+11,95471985.8735
4.52234737391e+11,1.98256847906e+11,94589937786.0,1.73012826667e+11,1.74765886423e+11
6.91059350382e+11,5.76770173077e+11,29868170.1872,8.45624469613e+11,2.30158524761e+11
1262566582.98,3.93170412184e+11,2.45347589952e+11,4.59882531013e+11,6.23253112435e+11
6.88075615046e+11,9.59138366358e+11,1.21187661233e+11,471949404.51,1.98497063754e+11
4.05965806991e+11,1055810556.64,173116271.25,2.41588555539e+11,1.41559899093e+11
3.08350034718e+11,5.27595448204e+11,9.52270472458e+11,7.24034749958e+11,2.56377142375e+11
7.76913974394e+11,1097102279.3,429297320.99,1.96543271161e+11,363133961.25
4.36601126007e+11,3.27053967085e+11,1343478381.94,6.65844514266e+11,4.18422080238e+11
6.67389784917e+11,5.91717923611e+11,2.97798405565e+11,2.17079041346e+11,189238973.23
252084097.91,6.03613798399e+11,3.96711815798e+11,170824105.43,38077809.6189
4.48177383843e+11,6.04278340765e+11,33684121.2097,5.43192050936e+11,1.71791316099e+11
3.66211072104e+11,3.02261427089e+11,7.29077249355e+11,3.78820249852e+11,3.61402471272e+11
4.41883702303e+11,1.62520990756e+11,7.95004490321e+11,5.68435896752e+11,2.52830976091e+11
2.81379860721e+11,3.31650120449e+11,247741615.8,80740946.6889,6.14505756798e+11
1.59820190212e+11,3.74967782191e+11,4.26377244015e+11,3.77284729078e+11,7.31353738818e+11
1.47888844493e+11,4.14917635809e+11,1.57503391586e+11,3.06150874336e+11,6.21951935555e+11
8.54229285372e+11,4.55657123989e+11,1.60554475767e+11,2.17016425347e+11,1.40315483803e+11
6.70820547316e+11,6.91052171579e+11,5.48459545421e+11,4.40661433037e+11,7.60203452701e+11
3.48392624497e+11,3.05678970991e+11,1214925921.77,7.79851490643e+11,3.21858457753e+11
267301535.11,2.56861728738e+11,1099443911.76,7.69614039698e+11,1.20826751734e+11
7.26940279474e+11,2.34651520893e+11,75352469.8735,466259188.95,3.76173647081e+11
8.43139315451e+11,2.01488617759e+11,352808079.63,1.05602262864e+11,2.90722732524e+11
4.61242928568e+11,6.01865256765e+11,66269931.8002,72956206.5174,1567684523.19
2.93305019746e+11,6.37855610315e+11,4.37929143848e+11,1044170587.67,3.72047129146e+11
3.00964314832e+11,2.16822490386e+11,8.06561364274e+11,2.80823632527e+11,205893287.4
2.13535897265e+11,2.11475549197e+11,5.01841979952e+11,8.38033968617e+11,3.19901128268e+11
2256876427.82,2.53224916612e+11,3.54783630419e+11,7.63437912105e+11,85421369.5885
1.97872330101e+11,1.65404209176e+11,4.60942560216e+11,1.89427452571e+11,3.36779161563e+11
2.11982786217e+11,1.92868507064e+11,2.99088781654e+11,2.25756007903e+11,88402990.4868
4.61733370473e+11,4.18587612683e+11,600027462.16,6.31665872391e+11,1.24417203473e+11
1247138930.74,4.20616542648e+11,1.55568015682e+11,1374185134.29,7.84127651433e+11
5.00213674064e+11,9.67075282758e+11,1202204305.73,4.12933323171e+11,243001314.98
2.84333026645e+11,2.09511903364e+11,5.14588089446e+11,76093749.1103,7.68561374218e+11
295372043.52,2.66232833732e+11,1.86849035866e+11,1087868101.1,6.56737850083e+11
505300699.98,2.70878431163e+11,3.28773662239e+11,8.43214135188e+11,4.57094232517e+11
1.71007408996e+11,537171006.67,1443722802.96,5.10648275983e+11,9.79749731256e+11
1175185872.42,61946271.1752,4.68610346683e+11,32073608.3362,6.61613191664e+11
1.14416510264e+11,2.65347475792e+11,2.44381752379e+11,7.77925275837e+11,2.25074223085e+11
7.24291883553e+11,7.16346972592e+11,1428023696.79,76782988.1691,3.16788707756e+11
4.25966010853e+11,3.42753305384e+11,1.13463986136e+11,4.31758072424e+11,7.19672559433e+11
574514739.33,3.60837489939e+11,5.17787189531e+11,4.63126030314e+11,6.10346080729e+11
2.41985769114e+11,4.51632998917e+11,6.22864364435e+11,29051356.7495,5.21754422707e+11
