Lunes,Martes,Miercoles,Jueves,Viernes
1.65348832068e+11,3.04905132714e+11,1408371.27947,2.37104134176e+11,1094360787.0
48655991.9916,2.62468985356e+11,232818320.9,3.90766847901e+11,1.01717631854e+11
91594490.6931,391447287.97,82147270.9416,4.14130763048e+11,1.87494403966e+11
1329696187.32,2.29855304662e+11,8.52245764009e+11,2.64505210685e+11,8.07959071878e+11
2.53829826309e+11,5.73771053816e+11,2.16319669942e+11,3.81003733496e+11,5.17289218752e+11
2.52998795951e+11,62433098.3913,1.88697998181e+11,502647899.11,2.22242184359e+11
3.38293951605e+11,4.15601428567e+11,4.19561282739e+11,5.23362164219e+11,1.41322505498e+11
6.14805094296e+11,1.14542019855e+11,2.34752141761e+11,34675950.3115,96844247.1503
1.29761711065e+11,1.14056238872e+11,775153245.96,9.57090990423e+11,3.65997116973e+11
2.95427039313e+11,3.34863050844e+11,3.44090529831e+11,2.93400143061e+11,3.54507120733e+11
6.03697933682e+11,1.40787821865e+11,5.70990383981e+11,80958463.0275,2.58703047256e+11
89532840.26,5.43659040921e+11,2.12818694419e+11,2.43079046904e+11,4.96604165483e+11
1402127404.84,31162567.7443,5.69255157559e+11,2.51595454462e+11,3.63795612708e+11
718769821.14,4.63911267939e+11,5.82645760797e+11,1.73513711094e+11,4.89883358915e+11
1.07963890614e+11,4.06196038359e+11,2.86235962989e+11,9.49093108968e+11,2.65853999474e+11
1.32048844012e+11,677173422.06,1.71406982118e+11,5.10462820006e+11,2.98912556022e+11
403561196.81,8.72771376155e+11,5.06861099325e+11,4.06149975188e+11,2.56413494271e+11
2.97638824833e+11,430226045.66,9.80444081484e+11,4.06826137668e+11,209029035.57
1585489719.29,7.39342984566e+11,5.92634992239e+11,4.59244299536e+11,1.19028814922e+11
1.91501950752e+11,1078235733.45,5.81836680735e+11,3.75514358016e+11,4.81550356623e+11
2.10077276678e+11,3.97205656293e+11,1.14570443661e+11,3.41594777891e+11,2.84275358811e+11
1.57904600987e+11,9.75133357056e+11,5.74123627091e+11,7.92510793574e+11,2.89832971792e+11
1.42344339511e+11,5.03892485675e+11,1.26157069173e+11,2.14631346263e+11,3.09924843063e+11
3.35555162193e+11,4.94101078122e+11,4.46764609398e+11,6.97535307583e+11,5.98249157273e+11
3.56006126917e+11,2.10319604747e+11,1.92419339438e+11,4.61578844966e+11,1.88242325561e+11
2.21670416534e+11,84797035316.0,1.74677682782e+11,5.20817853969e+11,3.46705696544e+11
3.65979513235e+11,8.33112286963e+11,7.78966203168e+11,3.26557493757e+11,706770198.76
6.56564808575e+11,2.10252510029e+11,3.09784247721e+11,1.39921253116e+11,8.61054192065e+11
1.13718392971e+11,330795595.42,670590173.11,3.58097480268e+11,1.78842022721e+11
1471868336.86,9.58690024775e+11,7.01157905199e+11,678818207.36,2.56891047059e+11
2.39550551797e+11,87355163.0566,1.07571857813e+11,3.01494302047e+11,2.46202205556e+11
84200247.5952,1.65219138345e+11,2.33173563356e+11,4.68747141025e+11,1.36938197337e+11
45891327.1139,1.01970104174e+11,7.60450461476e+11,2.74394777194e+11,4.11410011133e+11
7.16844324467e+11,69481324034.0,6.40316023523e+11,4.27206274444e+11,347714360.39
3.59689278203e+11,2.97410299696e+11,41813121.7597,4.87487719638e+11,80023815.0023
8.14620273076e+11,3.75818788647e+11,5.97166758287e+11,4.81759259465e+11,1.45356779597e+11
5.06434662637e+11,3.93442523677e+11,6.87346125228e+11,3.02434815858e+11,1.28180636162e+11
3.88448120255e+11,4.67273317537e+11,3.97474698035e+11,2.12464122281e+11,4.03649749139e+11
1.83889142326e+11,2.27421470685e+11,1326975128.4,2.45328234676e+11,4.27532893797e+11
2.33947708948e+11,4.07535331783e+11,2.53011851753e+11,2.74626294271e+11,57818611.2658
1.83147653299e+11,6.36551452203e+11,1.40831490363e+11,30816828.6644,2.25709484007e+11
4.39550345211e+11,5.52897096949e+11,1.04057915405e+11,79919454.5734,3.31809625147e+11
4.35750095244e+11,241746085.69,1.39494314114e+11,1.89148173339e+11,98441227.1884
1.40907670162e+11,2.39587207325e+11,73930818.4129,1.99222487085e+11,2.73300829164e+11
3.57433287541e+11,1.45630315797e+11,5.38500519254e+11,7.34065411196e+11,4.66850940939e+11
3.74192300007e+11,7.91903390574e+11,96545609656.0,2.26225267431e+11,2.86176413119e+11
1.51550809802e+11,5.38007131407e+11,433515280.41,5.67491180262e+11,684131233.71
5.48365776662e+11,2.10748678523e+11,1.43981642055e+11,357352371.04,4.69557076921e+11
4.54120627568e+11,2.96632753856e+11,2.35757529518e+11,5.56284045452e+11,8.01100987195e+11
3.59846546534e+11,2.19627372705e+11,791708737.66,1097017506.59,13418396.4241
9.16728683561e+11,1.91649101936e+11,2.75418842404e+11,4.35160465545e+11,1112518156.0
387016544.83,2.01657747684e+11,3.76588287322e+11,4.35858816076e+11,66957184.7929
1.25204215445e+11,9.98710650071e+11,3.81504743978e+11,4.15760810751e+11,5.49011734588e+11
417414727.08,26374697.5355,1.07059684948e+11,4.12083452776e+11,80416615.3996
1020735523.92,80748541.2301,2.87770741755e+11,18648544.1079,4.43405786871e+11
6.98307772306e+11,9.93616763922e+11,496750558.03,3.52840012328e+11,3.43430941151e+11
1.25235596225e+11,7.58333036831e+11,82181653.0818,3.37867561132e+11,138571021.46
2.97502565053e+11,6.74692316799e+11,301035806.72,2.99001349884e+11,2.83153603105e+11
2.14912408006e+11,478877914.85,2.44594653324e+11,2.53644001057e+11,5.29860424244e+11
97317756.1023,2.30172860229e+11,29358155.77,3.03209354932e+11,7.19118800792e+11
4.38754510699e+11,5.26505044219e+11,1.18411422676e+11,4.78000833291e+11,8.02487717793e+11
1.42620820842e+11,3.69659725453e+11,1.09840371557e+11,2.99593867072e+11,5.75050666605e+11
8.10990974786e+11,1.16789466093e+11,4.13885526622e+11,5.66686432891e+11,2.19759720719e+11
510550996.71,52041368.1683,282002108.21,2.55922075156e+11,61071126.6126
