X1,Y1,X2,Y2,Subpoints_origin,Subpoints_destiny,Distance,Duration,Elevation
4.7881439315274195,-75.70202157613771,4.794426613612679,-75.75284879547291,"[4.7891509, -75.70072909999999]","[4.7839495, -75.6987219]",645.0,131.0,0.1327577307947732
,,,,"[4.7839495, -75.6987219]","[4.745333599999999, -75.6653393]",6297.0,500.0,2.5855629651498173
,,,,"[4.745333599999999, -75.6653393]","[4.787929099999999, -75.74251380000001]",10650.0,578.0,2.416389727894459
,,,,"[4.787929099999999, -75.74251380000001]","[4.8000959, -75.7580686]",2258.0,152.0,1.264827714494593
,,,,"[4.8000959, -75.7580686]","[4.8001459, -75.76010169999999]",345.0,42.0,0.2160489785549156
,,,,"[4.8001459, -75.76010169999999]","[4.8000109, -75.75908969999999]",130.0,73.0,1.4968404720172617
,,,,"[4.8000109, -75.75908969999999]","[4.7954267, -75.7573657]",676.0,186.0,1.0133595451145536
,,,,"[4.7954267, -75.7573657]","[4.795309899999999, -75.7526787]",533.0,140.0,0.655037668752204
4.752397670886821,-75.6800534462195,4.81864186856888,-75.73932949441291,"[4.7521605, -75.68061039999999]","[4.7464236, -75.6775739]",777.0,259.0,1.9522606674823455
,,,,"[4.7464236, -75.6775739]","[4.787929099999999, -75.74251380000001]",9234.0,509.0,2.266619652478027
,,,,"[4.787929099999999, -75.74251380000001]","[4.8000959, -75.7580686]",2258.0,152.0,1.264827714494593
,,,,"[4.8000959, -75.7580686]","[4.8015531, -75.759079]",267.0,33.0,4.085097016820827
,,,,"[4.8015531, -75.759079]","[4.8117057, -75.7665839]",1549.0,122.0,0.7726565587175871
,,,,"[4.8117057, -75.7665839]","[4.8132103, -75.7656027]",221.0,24.0,1.7551484125267651
,,,,"[4.8132103, -75.7656027]","[4.813124, -75.7347964]",3646.0,324.0,1.1304532798952578
,,,,"[4.813124, -75.7347964]","[4.8092498, -75.7497274]",1796.0,123.0,0.9229055225906695
,,,,"[4.8092498, -75.7497274]","[4.8099669, -75.7500848]",89.0,10.0,0.5583788123543535
,,,,"[4.8099669, -75.7500848]","[4.8161492, -75.7401604]",1368.0,303.0,0.783811306332198
,,,,"[4.8161492, -75.7401604]","[4.8177492, -75.73940790000002]",232.0,82.0,1.635556437505161
,,,,"[4.8177492, -75.73940790000002]","[4.8186117, -75.739414]",96.0,31.0,15.620743458550333
,,,,"[4.8186117, -75.739414]","[4.818624700000001, -75.7393276]",10.0,6.0,3.0903064034378893
