X1,Y1,X2,Y2
-75.7239651256,4.80099351882,-75.6912323814,4.81342352987
-75.7181233672,4.7986371566,-75.689561736,4.814914512
-75.6887961684,4.76597197914,-75.6891914798,4.81001565892
-75.7122143839,4.79028522539,-75.6905872094,4.81450352332
-75.6906727761,4.77270754899,-75.6915835372,4.81887977448
-75.7106716897,4.79394645126,-75.6971849325,4.81810979069
-75.7091200739,4.80311483849,-75.6955136672,4.81582947969
-75.7038529167,4.79102950436,-75.6958492817,4.81357686361
-75.7118408199,4.79691779399,-75.6894254053,4.82053576223
-75.7082176153,4.78901260351,-75.6983054394,4.81096106896
-75.7055307944,4.79854512122,-75.7064849216,4.81758047998
-75.6995428872,4.79694108684,-75.6940656153,4.81086571212
-75.6988203862,4.79002416327,-75.6915102671,4.81323522504
-75.6853010434,4.76555680927,-75.6889460686,4.81110914421
-75.7034896342,4.80028360385,-75.6895317267,4.81696876453
-75.6753180271,4.75629979783,-75.6960392173,4.82163217149
-75.6884999534,4.76235482894,-75.6980416294,4.81210258868
-75.6860924856,4.75950508723,-75.709412209,4.81817512955
-75.7102071155,4.79832602622,-75.6896572033,4.81874593312
-75.6798374994,4.75273292687,-75.6898365874,4.8140042607
-75.7106577452,4.79053345772,-75.6911393039,4.81106707831
-75.7051434674,4.79523482961,-75.6960887097,4.82328858418
-75.6910479465,4.77777667514,-75.6899954196,4.81992544588
-75.6842596144,4.76946684008,-75.690007191,4.81357699891
-75.7230620775,4.79932259908,-75.714294365,4.81902671463
-75.6937350524,4.77291615285,-75.6995147713,4.81057563581
-75.7074153975,4.80116418456,-75.6938796366,4.81824345875
-75.7184812769,4.79872994756,-75.7063526425,4.81743380094
-75.6794654369,4.75642605966,-75.6898019619,4.81070323887
-75.6987150355,4.78702459924,-75.694150512,4.81893256166
-75.7200195038,4.79760663302,-75.6907186912,4.81587319425
-75.6741212926,4.7542764715,-75.690518582,4.81983937635
-75.6937840856,4.78448049069,-75.6880342111,4.81914533213
-75.685770517,4.77025362086,-75.6895946145,4.81745016554
-75.6905565416,4.76806514786,-75.6996446368,4.81101863443
-75.6974415571,4.78853024572,-75.7140462684,4.81852885684
-75.7026194114,4.79771106009,-75.688722157,4.81178661908
-75.7156227443,4.79620448302,-75.6928706004,4.81387781506
-75.6798268926,4.76291832926,-75.699323172,4.81039969619
-75.7156959529,4.8000953187,-75.6979794614,4.81081501936
