X1,Y1,X2,Y2
-75.7015511769,4.81444102135,-75.6619499772,4.78588816897
-75.7088862277,4.81425012706,-75.6849311497,4.78985875635
-75.7239723976,4.82211311553,-75.6761454691,4.79163500296
-75.7181925051,4.82447273473,-75.6673734052,4.78932025206
-75.730525828,4.8252837079,-75.6797736617,4.7982911379
-75.7164893466,4.81398300547,-75.6751885769,4.80470809715
-75.7267062592,4.83042935355,-75.688334756,4.79699180581
-75.7175978844,4.81728464696,-75.685274965,4.80639493061
-75.7326159976,4.81873960996,-75.6944259042,4.7890550611
-75.7189141069,4.82541619446,-75.6775533493,4.80887214845
-75.7274581292,4.82975624022,-75.6928689294,4.80241150845
-75.7340374159,4.82701377967,-75.6937958188,4.79893645743
-75.7278616393,4.82400888274,-75.6744394907,4.8023171367
-75.7244056402,4.82692297466,-75.6794238073,4.79378001503
-75.7362524139,4.8286587688,-75.6774232094,4.79171644826
-75.7167268151,4.82733310461,-75.6825666607,4.80527288222
-75.736699197,4.82440309586,-75.6669407853,4.78582763859
-75.7309142973,4.81814604222,-75.6909355758,4.7920486716
-75.7399032491,4.82164680184,-75.6806452737,4.79101677155
-75.7280573655,4.81973155196,-75.6776113027,4.81052066724
-75.7055975303,4.81170708007,-75.6749347997,4.80299579025
-75.7172779762,4.82826698904,-75.6867753813,4.79838260957
-75.7178526912,4.8162974183,-75.6634589535,4.79732307204
-75.7086756367,4.81225763807,-75.6620569636,4.79044149223
-75.7146273959,4.81448595702,-75.678778511,4.81351926383
-75.7183998398,4.82521746657,-75.6721082286,4.80931320705
-75.7079220261,4.81348255358,-75.6779766418,4.79858272426
-75.7246971664,4.83115113053,-75.6822386382,4.79471047406
-75.7307461191,4.81892513503,-75.6935036029,4.79254864168
-75.7155614009,4.8216436233,-75.681303339,4.8026241077
-75.7344173162,4.82412240718,-75.6752869076,4.80771580915
-75.7413559147,4.82634121451,-75.6733122723,4.78679220168
-75.7203594283,4.81349850526,-75.6961423459,4.79547767223
-75.7311870871,4.82946431509,-75.6718965214,4.79842094566
-75.7265849024,4.82100455893,-75.6720083713,4.78901219726
-75.7190481661,4.82246475054,-75.6878678336,4.81226905576
-75.7306647408,4.823356868,-75.6747328022,4.80870494066
-75.7386055527,4.82154595285,-75.6735969723,4.78994728582
-75.7088684367,4.81221146935,-75.6709640226,4.80822803408
-75.7140125667,4.82285296179,-75.6660290995,4.78619004523
-75.7242645949,4.83020915568,-75.6710646585,4.78966613571
-75.7218363715,4.83222581172,-75.690651895,4.79581661883
-75.714396072,4.82050614477,-75.679633914,4.78970231976
-75.7235760522,4.8219810718,-75.6718652247,4.80086777808
-75.7218760054,4.81673414292,-75.6819817326,4.79201631997
-75.7232926699,4.827819408,-75.6824826085,4.8112950031
-75.7162785039,4.82742354138,-75.6739774461,4.79554008754
-75.7074654763,4.82307507394,-75.6724508633,4.79119083375
-75.7178651571,4.82432158895,-75.6876730892,4.80978678464
-75.6955644552,4.8099761248,-75.6839039052,4.78851957194
-75.7210571069,4.83053780684,-75.696463661,4.80462122545
-75.7198469379,4.8139014591,-75.6637906787,4.79041319737
-75.7068908334,4.81266519853,-75.6644882098,4.78648327972
-75.721543267,4.82012881761,-75.6715219775,4.78542941285
-75.7351700791,4.82241921504,-75.6746668942,4.78881822029
-75.728045369,4.81757804185,-75.6731843912,4.78540648035
-75.7294764725,4.83102583208,-75.6799449162,4.79420271232
-75.7346190703,4.82229625457,-75.6611285721,4.7886727593
