Lunes,Martes,Miercoles,Jueves,Viernes
3.06782408867e+11,3.45485501192e+11,45707613.0381,1.77423296358e+11,1.85061411487e+11
3.02905547201e+11,2.37936919771e+11,2.54122135731e+11,93942975.2992,4.50325590488e+11
2.59244615779e+11,3.19610561812e+11,1.39704599151e+11,1.87418770256e+11,98805296.0617
2.41221558724e+11,1.41580200238e+11,1.41147456402e+11,2.29862358076e+11,7.43945726495e+11
3.66064459606e+11,99152252.3989,57691666.9664,5.29133015675e+11,55940731.1659
2.96176963398e+11,27019086.3265,325031743.96,64853322.5018,6.97490009513e+11
78753175.7601,5.53513964026e+11,4.00985452057e+11,2.21372998208e+11,68355849.2505
55623709.1257,6.05032430636e+11,16158531.8618,2.09677762809e+11,53437884.8571
2.01809588477e+11,3.90139191288e+11,3.66891276626e+11,1.13246031442e+11,70337129.5959
1.45885064807e+11,2.96401136793e+11,90566513.4595,4.94266113477e+11,4.89428474674e+11
1.10153133248e+11,1.52719869191e+11,1.36445531728e+11,3.89527324899e+11,2.67479533746e+11
68207816.1677,40608073.2274,57550596.4832,3.16391317076e+11,66792218.7186
1.70848027909e+11,175944186.03,131881227.45,86529712.4238,2.20539312874e+11
4.60898425744e+11,1.66582050077e+11,1.70608717294e+11,59649406.7621,1.40135496456e+11
31968216.3251,5.90447050594e+11,3.32215351866e+11,74816526.6742,92196076.6169
96197495.0162,1.21533542052e+11,5.79597595743e+11,1.44404512996e+11,1.14011557103e+11
2.86151632058e+11,1.50163186346e+11,2.27946649842e+11,2.96398702772e+11,1.91752597072e+11
287851977.63,1.33247950289e+11,2.20430570489e+11,11186686.0296,3.09932718931e+11
4.23031025206e+11,1.23843292713e+11,3.37190945747e+11,26480534.73,73024401093.0
94421046.6298,2.13855184178e+11,67840983.8432,4.07162806514e+11,1.37482285743e+11
55754839.6764,2.64495629927e+11,676606550.67,1.78221468071e+11,2.60169073358e+11
1.62950636379e+11,2.01233816448e+11,1.53286406738e+11,3.36288703824e+11,5.45251801656e+11
5.72536667667e+11,2.78172481081e+11,55828756.1855,2.76553415496e+11,1.29189367361e+11
1.57606705313e+11,1.58977520194e+11,86361131.6047,3.33758088498e+11,2.58045594249e+11
5.71356278656e+11,7.43729889682e+11,3.05175897035e+11,1.62859711126e+11,171661657.56
16054682.0726,3.14609898789e+11,97630991.8299,2.60938265405e+11,1.43862830809e+11
4.85692027064e+11,2.01463061674e+11,1.21235383288e+11,3.26181931524e+11,84327113.9576
7.70895601862e+11,6.02920602366e+11,99735960.8871,62657518.1492,1.82521673176e+11
62673905.5157,2.21910823429e+11,7.02383851567e+11,3.76464682993e+11,1.69420227381e+11
1.56880532602e+11,71574528.8185,1.13720915116e+11,2.68272256806e+11,4.00547188703e+11
1.53155494143e+11,5.87775550564e+11,2.28383659777e+11,1.12103128716e+11,4.88756494014e+11
3.01196570151e+11,139852270.91,1.23491483248e+11,1.55265266788e+11,16540190.6484
1.38059923735e+11,1.07541101763e+11,1.33080060217e+11,91513210.7709,1.99301408676e+11
1.82953150556e+11,3.04980043147e+11,25896812.8221,2.56449841548e+11,2.49700845426e+11
1.16065285565e+11,296019576.39,1.26244382191e+11,3.10886322822e+11,4.54887730068e+11
44091330339.0,2.19017027228e+11,1.36447296899e+11,2.66424408346e+11,2.96008981043e+11
1.23459392387e+11,56874831.0601,2.06418502937e+11,1.17023373674e+11,4.23230281063e+11
2.37025960197e+11,5.31656918986e+11,3.73931261442e+11,1.49343422757e+11,2.96212788396e+11
81004216.9819,2.39506243962e+11,4.94546174916e+11,2.08843391561e+11,59745181.3956
2.42407226417e+11,1.27255437481e+11,2.70770120335e+11,4.45853679181e+11,1.86079026681e+11
2.69175816198e+11,183315100.19,1.91140538511e+11,2.46074612775e+11,3.08408233381e+11
1594853601.56,3.02909795675e+11,2369768167.51,1.46006325593e+11,4.54845582225e+11
8.03802771222e+11,2.80722695098e+11,2188653071.56,2.24246366831e+11,444974364.79
26798990.9707,1055929955.49,109921701.74,4.66490867201e+11,1156728383.66
2.62473552441e+11,1580957951.75,2.11701193842e+11,1065234793.74,1.43669144626e+11
5.66204314715e+11,8.27754118549e+11,1679154253.47,1249695573.92,3.66209440589e+11
