Lunes,Martes,Miercoles,Jueves,Viernes
3.46253540359e+11,3.19066466756e+11,1.52876307129e+11,96082487.6191,4.80315493312e+11
3.02905547201e+11,2.66882708412e+11,1.27666959808e+11,2.01401405138e+11,2.32492752712e+11
2.94141520079e+11,3.19610561812e+11,3.12820028107e+11,2.35969925077e+11,36198215.1144
2.72284951325e+11,1.25405794816e+11,83485481.8531,49820855.8018,3.36178715729e+11
4.62089889259e+11,111889409.77,70998379.3171,311205278.48,6.20537766127e+11
3.34229212515e+11,28858069.9166,2.41930716267e+11,2.10615679426e+11,4.95214777797e+11
78753175.7601,5.53513964026e+11,2.45211425156e+11,2.49039779259e+11,2.63303585733e+11
55623709.1257,6.05032430636e+11,2.34521469202e+11,67333948.5502,1.97864199075e+11
1.81551157072e+11,3.13524733939e+11,1.15971960658e+11,183225587.39,76571005371.0
1.90098894124e+11,2.62376566976e+11,1.81487464347e+11,1.80783129408e+11,3.66978508814e+11
1.10153133248e+11,1.19739755176e+11,8.33530303698e+11,77954158.1821,10735189.4774
68207816.1677,40608073.2274,69156100.3775,24390237.5448,88513174196.0
1.70848027909e+11,175944186.03,1.58258436819e+11,1.76913910453e+11,26875834426.0
4.60898425744e+11,1.36073081699e+11,22026319055.0,2.65383174059e+11,3.78935727164e+11
27785480.8834,5.23053505968e+11,3.71171855048e+11,389781844.5,1.41821919506e+11
79275675.1774,1.60468735808e+11,2.72189968875e+11,61078113.9654,15510703.1968
2.86151632058e+11,1.21885851916e+11,2.47267453576e+11,2.69860102485e+11,2.13824286252e+11
363560925.97,1.18664223376e+11,4.30072127865e+11,42019887.5384,75492697.6373
3.74726513525e+11,1.56821723965e+11,1.66578799556e+11,2.17592054669e+11,1.39741911163e+11
1.13812115789e+11,1.83706343237e+11,1.64710440468e+11,2.32951592401e+11,3.36168959075e+11
51138579.1169,2.64495629927e+11,89434692.5631,1.85380196686e+11,1.46062307189e+11
178729438.28,2.01233816448e+11,4.06775053138e+11,1.00524311169e+11,6.12278538015e+11
5.72536667667e+11,2.78172481081e+11,66288902.7831,1.67768091668e+11,1.76645146207e+11
1.42909968064e+11,1.58977520194e+11,5.03584231138e+11,4.45256547772e+11,1.38840255149e+11
5.06361288283e+11,7.43729889682e+11,2.02325855597e+11,2.82490719424e+11,96582784.0847
16054682.0726,3.14609898789e+11,3.27709242935e+11,82595637.8563,50158785.4645
4.30389976055e+11,2.01463061674e+11,29731571.5905,1.24818644984e+11,2335244.60463
6.83139778345e+11,6.02920602366e+11,2.64221325133e+11,4.10646687138e+11,3.19679982643e+11
55510220.6623,2.21910823429e+11,2.85934631932e+11,99043885.0821,85496118.8944
1.77058911918e+11,71574528.8185,1.79629700577e+11,2.03427734058e+11,14910610.0298
1.35011778441e+11,5.20943582654e+11,41834553169.0,2.88053539227e+11,1.59614184475e+11
3.01196570151e+11,139852270.91,2.25051057199e+11,1.27571176632e+11,9.18357802928e+11
1.14210123435e+11,1.07541101763e+11,2.04559581667e+11,422786258.08,2.82348273545e+11
1.46616967973e+11,3.04980043147e+11,764983014.11,261163075.89,62207841.2311
1.16065285565e+11,3.71100777554e+11,4.00839606471e+11,8.52249202499e+11,1.29715696576e+11
44091330339.0,2.19017027228e+11,3.15193475681e+11,4.14348078623e+11,67441441.4072
1.23459392387e+11,75211418.5863,1.99252870713e+11,2.42993222281e+11,39146499.8066
209978592.82,5.31656918986e+11,79575705.6716,1.60112973769e+11,19738063.6082
72096989.8305,2.39506243962e+11,2.62672518317e+11,2.49949179953e+11,53958907.1307
2.26872223519e+11,1.40611516642e+11,6.55606110074e+11,2.54332407848e+11,3.69559815314e+11
2.69175816198e+11,1.44014417027e+11,71061193.8279,66242783.9279,75766579.3496
1399238296.09,2.45437125253e+11,1545180376.4,3.22938584564e+11,7.12286629145e+11
7.12311959387e+11,3.06064393701e+11,5.10493005775e+11,3.67051169312e+11,5.28449931784e+11
30799728.6769,1191226921.33,3612687352.85,1770213338.29,4.59939765249e+11
2.33974102599e+11,1401111715.01,1198012096.52,9.82993635347e+11,1650665619.37
7.06517910327e+11,9.31097696202e+11,1750751121.12,1235499516.21,2578616147.86
7.65606745065e+11,3.72830283559e+11,4.36360643479e+11,1542072504.12,3770761855.98
8.03054839961e+11,2.70581701036e+11,2397367068.14,1412721056.83,916071613.32
1289559905.03,1380875612.44,3431060172.91,1519879617.19,5.12504226949e+11
3.86806919478e+11,3280498363.97,64239053.8957,589842906.69,3.98257542098e+11
986781565.56,1153916403.71,4.04303715088e+11,4.72805614273e+11,4.48203647344e+11
8.75573082089e+11,81605795.2791,4.84740664956e+11,2661072772.61,1.84167601476e+11
1115587672.83,3394454514.17,1806297456.63,1286810725.27,1312157760.0
161638869.11,1105143995.16,4.38008999708e+11,1302961645.08,2514920158.52
1317252536.84,1992649394.15,193908798.5,4.82889995589e+11,2048719747.62
8.47662936589e+11,821640295.74,5.56109311817e+11,3.85911612105e+11,6.86262665229e+11
6.66242623214e+11,4108421844.66,2.20834688374e+11,5.21428978513e+11,5.66363449184e+11
1042379116.77,7.61853133214e+11,3.90492235771e+11,852667841.55,1361286282.42
4051397008.88,1.93218380664e+11,467701992.98,1120651925.97,3188420726.71
1282033318.2,8.91296968744e+11,1216083382.99,9.92403565881e+11,1457724488.64
2032237047.56,4.78090221289e+11,2723406456.99,1039541827.18,6.11318822563e+11
1666470147.87,4.54479941731e+11,2188493287.91,5.81647746688e+11,2.03709737479e+11
2063440973.83,325631924.14,1327576975.52,7.15849502103e+11,1139820389.17
8.82447776858e+11,5.41740888094e+11,5.61172952404e+11,8.06399467644e+11,1563608499.66
1142548995.5,1747366733.28,1252546421.66,4.79958608542e+11,720756829.78
2178055076.32,8.42764924688e+11,1287419413.44,1301099520.59,2402965046.07
673012019.54,2139164673.15,8.03807285444e+11,6.61433083239e+11,1136563284.21
