Lunes,Martes,Miercoles,Jueves,Viernes
1.23643855793e+11,25534362.8242,4651113.24085,60530488.7195,6664981.13739
25689808777.0,130452253.33,2.21236356131e+11,1.09577752759e+11,98285135.6826
20999487215.0,235035.636752,1.40208939034e+11,23737763.1273,3384552.44232
4412439318.0,18567120887.0,2544421.67932,90065861.5175,8377153.74308
3526776205.0,39998354.4634,5960938.27082,3506507.61956,13016776.7094
9352408933.0,1.02247084777e+11,18858461.3063,1.27071937857e+11,13149834.0632
10879961954.0,40226729.5363,14891229.5134,50944539.7247,36088836.0401
13306535061.0,1.99609413871e+11,31865897.5328,62505232.7365,2.01901399901e+11
13378159095.0,10634028299.0,1.20041103455e+11,1.48104023019e+11,7315879.99742
13440850149.0,42448332.0396,385384.965878,38711294.1518,19957458.8941
14041754983.0,39781391.0511,20941822.8486,11026378.8721,30826849.3248
14326781306.0,60176435.0146,74266816.9916,65468291.1052,36345089.7955
16176573472.0,1.83882586661e+11,2.59097275724e+11,15391972.4597,93812871.2083
17077540691.0,1.55093347474e+11,20022164.9672,23453646.1991,38906322.9695
17924002328.0,13293077086.0,1.32312148995e+11,17225796.6328,70866051.4857
18459775538.0,79680007.3078,1.73311849842e+11,29078755.0044,2.25797598733e+11
19199619588.0,34186423.6619,10743606.6684,17158113.6321,4657371.33763
19638606646.0,9264013.15702,14687073521.0,26601082.2043,27789496.8042
20024554476.0,6859438523.0,1.33118159395e+11,6372980.58463,213494719.38
20364723102.0,13824476.6028,3677905.51611,1.82235355987e+11,54989394.8646
20806048809.0,1.47413065841e+11,31806821.1277,3.12455134805e+11,4.35376502008e+11
20839142338.0,23029415.4339,36350418.7679,23416430.6591,5264759.93818
21581207525.0,98828057.1606,75174257.5811,2.18211056872e+11,26723250.0803
21984606864.0,1917036.60984,17049354.3711,1.99626948301e+11,436017.387237
24460134009.0,1.92501059957e+11,1648144.09297,10913.6712173,3209881.45661
24486713343.0,5.13197634101e+11,5.75439002955e+11,1411646426.3,2498834490.99
24601332865.0,42176471.8884,70471644406.0,50846705.5546,752441.407626
25313252334.0,19641795.3587,152534593.55,32022734.0695,2.16246143331e+11
25843801533.0,93199068.0236,3.12744114548e+11,80625.7289527,6.42965059852e+11
26660448895.0,20150568.9202,26707011.7422,97647534.2298,0.0
27368303133.0,2224460.78094,2401414.04652,52274335.2857,44574937.6365
28656838809.0,1.09032520539e+11,86043138.4151,1.54332126746e+11,57012176.4428
28896362196.0,3.39729321046e+11,80886850.3284,1.17787494482e+11,2.25155849309e+11
29959426083.0,25829031.0919,1.44350016751e+11,1.64371843243e+11,87947886.1107
31213816257.0,39958989.4913,86582377.9721,1.13578151435e+11,5902239.56283
31438225431.0,4.16392063983e+11,1.57549297329e+11,866946.439528,1.52978086883e+11
31505587842.0,3.19996181575e+11,7.18441714292e+11,8.87902865722e+11,2.22131930346e+11
31523935781.0,1.32060912003e+11,2.74011193665e+11,4.32450251286e+11,1.65614580138e+11
32574205063.0,1.77477368896e+11,80628781.5873,70459881.8498,41316316.5119
33141515998.0,60627313.5056,1146445.70488,27276792.4029,64037083.1037
36139206333.0,2435946.45227,34346823.9854,67227166807.0,40618532.6677
36497998065.0,78673184.4551,23964585.5512,8642394.45888,1754816.48919
37038528653.0,39644677.1143,3448248.79617,2.79347736292e+11,8036324.37831
39957494176.0,41303912.8374,7924507.08269,84769783.9108,91796580.8535
40258176979.0,8194094.24483,849876.7449,22934999.8869,28012460.6614
41284763612.0,78019290.5125,75851332.9529,19639714.4854,2.87646722152e+11
42037463843.0,1.22148612479e+11,171544688.56,1.44330433177e+11,1045671.86944
42498047018.0,3.39813184465e+11,9.10479813646e+11,1.64098634239e+11,7.49504259222e+11
43184121225.0,14785355.8021,9609002.99992,2232888.74239,59947885.2883
46800282802.0,1.31454221968e+11,1.32247284323e+11,2.72834118694e+11,79164590.3975
46881193515.0,55502447.8492,47617297.4367,0.0,688259.506069
48583053019.0,3.46180095655e+11,10703450.7823,10785984.0146,3.96058015978e+11
53488630582.0,79031872.0693,92828803.3976,56181022405.0,1.03415920906e+11
54597708264.0,13708740.9306,4.37203154301e+11,2.35060500659e+11,1.88572785008e+11
55265442057.0,60961959.5463,22695179.5835,1849013.87576,40489457.6031
56374582291.0,97901211.3082,2.47794731369e+11,3.18972489672e+11,3091026.76414
