X1,Y1,X2,Y2
-75.71884794240201,4.802142503780781,-75.72343848753921,4.79935481521637
-75.7017271563698,4.801127553747469,-75.6747628000699,4.7496415496479605
-75.6943569689651,4.77860509268771,-75.6787338112989,4.75910857395201
-75.6963731121665,4.77686690135143,-75.679669060141,4.753925451834929
-75.7078390604687,4.79669777704491,-75.71123697360021,4.794162737903459
-75.677559447327,4.75153235762745,-75.7089444337213,4.7994437997635595
-75.68241768496321,4.752984761203701,-75.69614750121109,4.7909495370426205
-75.72336698865699,4.80242669770873,-75.7071203865611,4.789119333955179
-75.7104473945815,4.78869482011792,-75.7181923844427,4.80056184190403
-75.7223968462774,4.8005021053123205,-75.69334357159059,4.77852904180611
-75.6834218620018,4.760272097659691,-75.7054308674123,4.79542501356184
-75.6830206911265,4.76251186157983,-75.7098751237011,4.79414759673842
-75.7119148722843,4.80035695999931,-75.6856884690857,4.76432377561438
-75.69751915976408,4.78457314142903,-75.7180996649513,4.80306965065932
-75.70416001598251,4.79527383217749,-75.6961707459547,4.77890911719964
-75.669327395101,4.74595720264411,-75.7226283264911,4.80219056816705
-75.697973112937,4.79569519136743,-75.69672302376341,4.78301451764885
-75.6734689456144,4.753411766627231,-75.68950462907709,4.77871093200099
-75.7002352349987,4.79427564558729,-75.6772027679868,4.75852045436132
-75.6812618019908,4.75533312125254,-75.7103144287766,4.80156570169762
-75.7204885746108,4.79813428150896,-75.6777600482568,4.7595958054041105
-75.70372902197259,4.79341753105023,-75.708450850671,4.79714115287797
-75.7177633755102,4.79602809581883,-75.7106928698869,4.79802855763304
-75.6983798836889,4.78374840573997,-75.7050525281646,4.79125345387797
-75.6684843877781,4.746122471684799,-75.7084375810295,4.792770669731651
-75.6898540365057,4.768519392954629,-75.6986902159198,4.79175505759937
-75.69001860330279,4.765622374480571,-75.7149320700402,4.80413444287775
-75.7064693778125,4.803146547041139,-75.7214451299531,4.79805584254913
-75.69257928945841,4.77921074640537,-75.7080114479773,4.79288499803579
-75.72003394234041,4.79795322390767,-75.71382757459091,4.79176790931605
