X,Y,X,Y
-75.7017784699796,4.82366090495572,-75.6827803690061,4.79176088215028
-75.7204303389371,4.81961092125362,-75.6683550508967,4.79545524274973
-75.7025097609531,4.82299926934514,-75.672120255584,4.80110221093028
-75.7205699845152,4.82477046626921,-75.680497134359,4.78885459165608
-75.6978343762999,4.81622715207954,-75.6849205209051,4.81445485555783
-75.7280353173797,4.82380793594022,-75.6711650642181,4.78748081285035
-75.7091989315484,4.82005840624919,-75.6977378205392,4.80363537292916
-75.718186220364,4.82794250371387,-75.6963300345018,4.80220913490116
-75.7214236559972,4.8256800756233,-75.6924442003636,4.80355273103171
-75.7283677101906,4.82550514498362,-75.7000588860668,4.80876730500624
-75.7045594594127,4.8188822320347,-75.6947650473958,4.80693056746583
-75.7270309674001,4.81694651096086,-75.6789576755802,4.78818818410299
-75.7225356468056,4.82826174553486,-75.6734263542002,4.80919236135666
-75.727484479826,4.82905259115868,-75.6834609636671,4.80663232457278
-75.7176827567638,4.82889642849444,-75.6881052667406,4.79374581479709
-75.7040483611393,4.81628645110846,-75.6769790132725,4.79281789609682
-75.7032633374376,4.81415443210207,-75.6811359921435,4.79666464127593
-75.7341047869361,4.82719297671531,-75.6828609124909,4.80995012429709
-75.7427927778898,4.8225011551337,-75.6941336706127,4.80321592033713
-75.7265729239159,4.82450378705888,-75.6778321212157,4.78868431532947
-75.7108313578925,4.81461648051389,-75.6736166303387,4.7959766657838
-75.7144757645457,4.82078698606485,-75.6841792715711,4.81052317101521
-75.7358923173911,4.82571486350023,-75.6703542829201,4.78693049122615
-75.718892916658,4.81877023772069,-75.6817687014136,4.80253057777184
-75.7188365307624,4.82201629330012,-75.6861106302966,4.80331178594402
-75.7347630079454,4.8193282726033,-75.6844312890496,4.78645697260513
-75.7168726753792,4.82560058890404,-75.6779216824362,4.7871776343994
-75.7233271406539,4.82185817103309,-75.6795019091072,4.81394063238398
-75.7157794343371,4.81963193305942,-75.6760801879253,4.79720097808461
-75.7198882318893,4.82378921946588,-75.6892548335458,4.79101858603545
-75.7225338078902,4.81711716632682,-75.6819931462012,4.81345405398672
-75.7083617952591,4.82242588796208,-75.684608091344,4.78833563162617
-75.7191426311778,4.83054234582666,-75.6763837417397,4.79972089084029
-75.7178180512135,4.82949597053333,-75.6658031745209,4.78711755892407
-75.7293144538631,4.81730602266285,-75.673357983544,4.80238608463108
-75.7390059011811,4.82328801888677,-75.6628248618157,4.80451576242929
-75.7336949704797,4.82308717684314,-75.6674443473757,4.78575188189362
-75.7132353827196,4.81557881461738,-75.6905461661035,4.80284203356
-75.7192814077833,4.81483360398364,-75.6753549285838,4.80570381543144
-75.7099619101742,4.82118271533727,-75.6780737758219,4.80771221692403
-75.7303041591444,4.83000754565399,-75.6789830551337,4.80808306523046
-75.7256361321382,4.81860647096717,-75.6860568775534,4.80820475845027
-75.7126438740946,4.81569299469157,-75.6760871682466,4.78921666328102
-75.7167273096081,4.81518745271201,-75.6631949873979,4.78931553447357
-75.7296642657065,4.82880317543224,-75.6681350332414,4.80484687192213
-75.7387926364948,4.82618404376749,-75.6902427464078,4.79086360837884
-75.7310862751423,4.82481775112105,-75.6620762210732,4.78729516658381
-75.7229602741858,4.83226620340412,-75.6781072051004,4.78585536490089
-75.7215462904593,4.82094832890775,-75.6937063535667,4.80016340680933
-75.7346292287613,4.82130436830013,-75.6693271069159,4.80145050371006
-75.7239193547284,4.8256783656851,-75.6689028768048,4.78782552768724
-75.7252997450201,4.82083067260803,-75.6750179332521,4.80370359670064
-75.7252629270873,4.83228791373406,-75.6796037815032,4.81071952487326
-75.7265126674259,4.81959740265112,-75.676862281839,4.79492596990056
-75.706751815254,4.8195876765546,-75.6861874884184,4.80330464276295
-75.7425910306764,4.82329604272665,-75.6874539363165,4.80071860187577
-75.7099591236844,4.81410769418806,-75.6634787454462,4.79624266450132
-75.7223692095154,4.82624874587738,-75.6939081979593,4.79879683641994
-75.7226794103375,4.82073151478821,-75.6746776044271,4.80691300566193
-75.7388554895457,4.82338002800152,-75.667878536165,4.79887228235218
-75.7179533848436,4.82301765710656,-75.6703353848474,4.80193774175263
-75.7180390007995,4.81729847385303,-75.6825993364206,4.80689538919682
-75.7122412059863,4.82316599620558,-75.6821634265557,4.80680140709797
-75.7267449912687,4.82517933176749,-75.681971009094,4.78977351962348
-75.7106952011296,4.81492178677397,-75.6845691165345,4.80722370663967
-75.713421379699,4.81331973857937,-75.6817334856783,4.81105437061366
-75.7186594150881,4.81576624986957,-75.686878817302,4.81201356968233
-75.7316065964424,4.82832992850834,-75.6903693058114,4.79610175972465
-75.7199209772688,4.83251600454275,-75.6701104641597,4.7972978728238
-75.7168088097717,4.81479759375882,-75.6769737170268,4.80606334645661
-75.7221969850179,4.81539810051204,-75.6775812516223,4.80330158088532
-75.7078480407498,4.81422965921332,-75.6652745461679,4.79640258849639
-75.7238239125982,4.8319608631123,-75.6928379130545,4.80781917684341
-75.7317241909,4.81803303249826,-75.6778597303669,4.78824666172329
-75.7406981103784,4.82374537158824,-75.6634359412027,4.79664383961673
-75.7393502584444,4.82644170873067,-75.6754865499913,4.79450472534444
-75.7182024818223,4.82781101467573,-75.6622169681244,4.78883096230878
-75.7235405491179,4.81680693867731,-75.6983207030063,4.80231891138602
-75.7322990337331,4.81867688552369,-75.6913499246713,4.80732778993346
-75.7168707818174,4.8209756356363,-75.6762392144661,4.78813752700355
-75.7346903868725,4.82141459160507,-75.6801233753857,4.7959963480786
-75.7041894833173,4.81529471638524,-75.6816308537889,4.79019612600961
-75.7173948939707,4.8250530228362,-75.6682166896265,4.79828984388932
-75.713251509704,4.81733703863891,-75.6808509273225,4.81148421177082
-75.7307187053414,4.81730015758301,-75.6759549284718,4.81048121511953
-75.7076934081625,4.82373995370716,-75.693909468873,4.79617112399506
-75.7036026945203,4.82424841914573,-75.6967646444504,4.80720196125938
-75.740920477865,4.82313758344855,-75.6843031346597,4.79375590399543
-75.7088424277877,4.82135150153958,-75.6795180415413,4.79852449211216
-75.7160443408775,4.81308985197345,-75.6951800100578,4.79746147421958
-75.7222953605121,4.82450669709915,-75.6658779832329,4.79728027689887
-75.7213163604514,4.81946101124993,-75.6893243749335,4.79564994867153
-75.7035328999417,4.81643853070392,-75.6924768747162,4.80343202859578
-75.7180479206365,4.8234880563918,-75.6865060535998,4.80113750623352
-75.7335979535445,4.82727728449175,-75.6699402353137,4.78785873165912
-75.6986770346362,4.8227700275133,-75.6769991735785,4.80403250298012
-75.7150520582936,4.82384467673133,-75.6681458259627,4.78879034951292
-75.728307379425,4.82927508748628,-75.6640046548465,4.79022502546114
-75.7114449410002,4.81568375017231,-75.6635309031255,4.78688620502927
-75.6997162018793,4.81575746504241,-75.6672173652648,4.80586128638598
-75.7226750352754,4.81934051533187,-75.6724539442364,4.80505826066587
-75.7282085654814,4.82712647554927,-75.6637078919981,4.80359240557691
-75.7227360911072,4.82108418045202,-75.6780055048325,4.80934542664938
-75.7265383677945,4.820560483205,-75.6765202994059,4.79968662352242
-75.699411310772,4.81441919734127,-75.6678010286868,4.79260105940235
-75.6974312211122,4.82179930349327,-75.6939241848941,4.79980722520065
-75.7356189069818,4.82929674320779,-75.6789381150235,4.79087992685041
-75.7159269146,4.81430622303201,-75.6644326148599,4.80191734878314
-75.707968229861,4.82030618900863,-75.6958064365559,4.79528605933797
-75.7375947346724,4.82803413116568,-75.6831369025673,4.79585698153761
-75.7197321371036,4.82796399911972,-75.676680611247,4.79474473226311
-75.7183139693232,4.8325940139461,-75.669572942632,4.8019601010456
-75.7238464419438,4.81707752420431,-75.6874003839467,4.80353250489399
-75.723953671716,4.8190827784735,-75.6885321373956,4.79791959045459
-75.7170653730878,4.81807315588282,-75.6766254195184,4.80966036494731
-75.7263698834458,4.82033627503478,-75.6797359429323,4.80379501996599
-75.7137374655886,4.81407666086979,-75.6639443415626,4.79463843995464
-75.7099581250353,4.8224882066843,-75.6901603859643,4.80654508547826
-75.7193701815052,4.81447016598274,-75.6712875172357,4.79794453435002
-75.7223624336483,4.81642039779009,-75.6983740766061,4.80385116160999
-75.7217536895345,4.81889579728032,-75.6889562963834,4.80940537759871
-75.7267231924876,4.83094497356602,-75.6677493244993,4.79456815635119
-75.7188706754551,4.82222217786931,-75.6941309303097,4.80520617725871
-75.7073120915323,4.82049816351982,-75.6800040198356,4.8117078860653
-75.7093142429623,4.81924809417027,-75.6789944242367,4.8077755010729
-75.7276234846334,4.82724332067527,-75.6899947423792,4.7976366276134
-75.7075752309378,4.82133622432666,-75.6783175944409,4.7917410734273
-75.7401681300352,4.82621220496855,-75.6863852996326,4.78642222877155
-75.7347990299296,4.82578279116716,-75.6895701846326,4.80708532300183
-75.7121103540259,4.82371327520011,-75.6681520578313,4.79536886890258
-75.7153208972548,4.82430387941782,-75.6851297087767,4.79134284254203
-75.7173614801724,4.83045701256198,-75.6846048877225,4.80178355265149
-75.7418753330303,4.82172521384085,-75.6722051640749,4.78847883587026
-75.6983921510592,4.81915073198304,-75.6711954757283,4.80529915250122
-75.7004315233066,4.81578066146124,-75.6797896900798,4.78752690831256
-75.7293957225346,4.8295930662372,-75.6775247389663,4.80977164591991
-75.7002103254487,4.82160956873846,-75.6720293119141,4.78915776915694
-75.7279521170186,4.81646228045739,-75.662863846465,4.7919456150609
-75.6972747891501,4.82361853846212,-75.6764263721394,4.78696299918804
-75.7176543298047,4.82170484559901,-75.682680729869,4.80462902497638
-75.7101442535918,4.81427783907172,-75.6773669240346,4.79945696419745
-75.7013130625294,4.81640884347599,-75.6686655656171,4.79532080999823
-75.7173598114419,4.82003626058107,-75.6888841441853,4.79261130744373
-75.7222515026478,4.83035577551817,-75.6817559981545,4.81101185348404
-75.6971927376401,4.81871399631123,-75.6787617915738,4.78815909584659
-75.7208118675238,4.8152132120392,-75.6804737524019,4.79452040127228
-75.7315734389434,4.82139835235284,-75.6641973069298,4.78857477467108
-75.7006267201568,4.81651471605131,-75.6950716070358,4.79306323650581
-75.7172281760123,4.81453753400012,-75.6832922667732,4.79623408736893
-75.7032771176652,4.82200722927585,-75.6819440409006,4.80854554728946
-75.7263601676215,4.8322993058499,-75.6938179083894,4.79578521579746
-75.7159328924203,4.81841196541885,-75.6915725743407,4.80736530237457
-75.7048188964701,4.82229360897974,-75.6818149923946,4.81242044339275
-75.7361400268529,4.82398436620879,-75.6692726831529,4.79345321370804
-75.6994403739761,4.81992520785527,-75.698537896903,4.80383175797903
-75.7047629968009,4.81430760418597,-75.6885439085635,4.7933593701339
-75.6998189658381,4.81577665248482,-75.689324589162,4.8016528998886
-75.7121053953999,4.81513027274219,-75.6939609562636,4.79185890376128
-75.7208520301557,4.81695012245315,-75.7003148527503,4.80724188637389
-75.7181681690754,4.81474382213535,-75.6623141074339,4.78901976577007
-75.718923258882,4.82156785638862,-75.6970703717097,4.80435097151523
-75.699974649688,4.81009396711062,-75.6708521414479,4.79379977323314
-75.7147130543135,4.81723598869065,-75.6805141372883,4.8101423009426
-75.713513155659,4.82382067747753,-75.684655581546,4.79366913841014
-75.716056011363,4.81534017843647,-75.6732836633376,4.78607224817731
-75.7310065740729,4.82777460453461,-75.6866356087249,4.79771161561523
-75.73906335991,4.82087977420004,-75.6819451304376,4.78707584185951
-75.7245322027505,4.82082324585039,-75.6726920929722,4.80594584493643
-75.7179593620181,4.83332816815647,-75.6816786018791,4.81056449295642
-75.7371454462124,4.82796512578025,-75.6901046031983,4.79942621657181
-75.7209858514377,4.81676977639989,-75.6623242653993,4.78779324685402
-75.7174659062279,4.81320757097467,-75.6617367494542,4.78893742281377
-75.722248679737,4.82037713290189,-75.6945116070364,4.80718669917857
-75.7149867582629,4.81764866500538,-75.6835214338655,4.80627088821171
-75.7169673325069,4.8278839153789,-75.6745726079386,4.78826762997289
-75.7249602497308,4.82381534880382,-75.6940986437992,4.80831356222057
-75.7342059475488,4.82342561320087,-75.6668665972602,4.79127457968385
-75.7168108662728,4.81337892615801,-75.6723492303836,4.80504714842843
-75.7398685724119,4.82351557519121,-75.6940788802511,4.80566791153557
-75.7218662257416,4.81801686691987,-75.6866215404344,4.80835562472182
-75.7435911025973,4.82178397921924,-75.6701259906542,4.80852915289949
-75.6985995311208,4.81019271536899,-75.6746723096256,4.79879675314948
-75.7035547129485,4.81498199660929,-75.6801879298,4.78529777664565
-75.7200193507447,4.83122078742532,-75.6668910942795,4.79416933369465
-75.7287183890226,4.81776491392364,-75.6643307929647,4.78529227399759
